0.882
0.883
0.884
0.872
0.873
0.863
0.836
0.832
0.834
0.895
0.895
0.894
0.842
0.850
0.849
0.870
0.870
0.874
0.856
0.855
0.860
0.882
0.892
0.893
0.912
0.917
0.918
0.899
0.904
0.903
