0.887
0.882
0.882
0.866
0.862
0.856
0.833
0.826
0.829
0.899
0.893
0.895
0.833
0.841
0.837
0.847
0.848
0.853
0.853
0.853
0.853
0.907
0.905
0.906
0.911
0.914
0.918
0.895
0.898
0.897
